order_id,customer_id,restaurant,items,item_names,item_categories,total_price,order_date,order_hour,order_day,n_items,payment_method,delivery_time_min,order_rating
ORD00389,CUST0010,Daily Bites,"M0247,M0162","Kunafa,Spaghetti Bolognese","Desserts,Pasta",97.0,2026-01-07,16,Wednesday,2,Credit Card,60,4.1
ORD00390,CUST0266,Urban Bites,"M0324,M0058,M0165","Tuna Melt,Bbq Chicken Pizza,Spaghetti Bolognese","Sandwiches,Pizza,Pasta",204.0,2026-03-22,13,Sunday,3,Wallet,33,4.8
ORD00391,CUST0487,El Classico,"M0140,M0242","Spicy Tuna Roll (8Pcs),Tiramisu","Sushi,Desserts",113.0,2026-02-22,11,Sunday,2,Wallet,42,3.0
ORD00392,CUST0101,Burger Factory,"M0097,M0281,M0249,M0265,M0246","Falafel Wrap,Mint Lemonade,Umm Ali,Mango Panna Cotta,Kunafa","Shawarma,Beverages,Desserts,Desserts,Desserts",140.0,2026-03-01,12,Sunday,5,Credit Card,36,4.6
ORD00393,CUST0027,Mediterranean Nights,"M0117,M0249","Cheese Shawarma,Umm Ali","Shawarma,Desserts",66.0,2026-03-25,16,Wednesday,2,Cash,20,2.5
ORD00394,CUST0117,El Classico,"M0181,M0216","Pasta Carbonara,Quinoa Power Bowl","Pasta,Salads",158.0,2026-04-03,12,Friday,2,Credit Card,36,2.7
ORD00395,CUST0147,The Hungry Bear,"M0145,M0103,M0331,M0002","Rainbow Roll (8Pcs),Shawarma Plate,Egg & Avocado Toast,Classic Beef Burger","Sushi,Shawarma,Sandwiches,Burgers",266.0,2026-03-20,18,Friday,4,Wallet,20,4.1
ORD00396,CUST0071,Sushi World,"M0080,M0075","Hawaiian Pizza,Veggie Supreme Pizza","Pizza,Pizza",191.0,2026-01-22,17,Thursday,2,Cash,43,2.9
ORD00397,CUST0007,Royal Kitchen,"M0193,M0098","Lasagna,Shawarma Plate","Pasta,Shawarma",148.0,2025-11-11,11,Tuesday,2,Cash,59,4.1
ORD00398,CUST0355,Street Eats,"M0032,M0355,M0114","Truffle Burger,Lentil Soup,Cheese Shawarma","Burgers,Soups,Shawarma",149.0,2025-11-21,11,Friday,3,Credit Card,37,4.8
ORD00399,CUST0070,Golden Fork,M0210,Fattoush Salad,Salads,37.0,2025-12-16,13,Tuesday,1,Wallet,54,2.6
ORD00400,CUST0143,Pizza Palace,"M0246,M0114,M0328","Kunafa,Cheese Shawarma,Blt Sandwich","Desserts,Shawarma,Sandwiches",113.0,2026-01-10,11,Saturday,3,Credit Card,27,5.0
ORD00401,CUST0147,Daily Bites,M0124,Salmon Nigiri (2Pcs),Sushi,52.0,2025-11-22,3,Saturday,1,Credit Card,47,2.6
ORD00402,CUST0264,Golden Fork,"M0154,M0282,M0089","Veggie Roll (8Pcs),Mint Lemonade,Meat Shawarma Wrap","Sushi,Beverages,Shawarma",99.0,2026-04-13,16,Monday,3,Credit Card,34,2.5
ORD00403,CUST0191,Daily Bites,"M0320,M0286","Tuna Melt,Mint Lemonade","Sandwiches,Beverages",57.0,2026-02-06,14,Friday,2,Wallet,20,4.5
ORD00404,CUST0159,Desert Rose Kitchen,"M0252,M0239,M0051","Umm Ali,Crème Brûlée,Pepperoni Pizza","Desserts,Desserts,Pizza",158.0,2026-02-28,10,Saturday,3,Credit Card,27,3.9
ORD00405,CUST0336,The Hungry Bear,"M0016,M0097","Bbq Bacon Burger,Falafel Wrap","Burgers,Shawarma",117.0,2026-03-11,9,Wednesday,2,Credit Card,55,4.8
ORD00406,CUST0449,Burger Factory,"M0067,M0224,M0336,M0138,M0360","Meat Lovers Pizza,Caprese Salad,Pastrami Sandwich,Spicy Tuna Roll (8Pcs),Mushroom Cream Soup","Pizza,Salads,Sandwiches,Sushi,Soups",350.0,2025-11-06,16,Thursday,5,Cash,48,4.8
ORD00407,CUST0008,Pizza Palace,"M0055,M0038,M0009,M0238","Bbq Chicken Pizza,Truffle Burger,Crispy Chicken Burger,Crème Brûlée","Pizza,Burgers,Burgers,Desserts",291.0,2026-02-08,12,Sunday,4,Cash,34,3.5
ORD00408,CUST0127,Daily Bites,"M0141,M0004","Rainbow Roll (8Pcs),Classic Beef Burger","Sushi,Burgers",156.0,2026-04-14,17,Tuesday,2,Wallet,47,2.7
ORD00409,CUST0213,Burger Factory,"M0045,M0176,M0264","Pepperoni Pizza,Fettuccine Alfredo,Waffles & Ice Cream","Pizza,Pasta,Desserts",239.0,2026-02-20,12,Friday,3,Credit Card,59,4.4
ORD00410,CUST0104,Flavor Street,"M0237,M0107,M0037,M0092","Cheesecake Slice,Mixed Grill Wrap,Truffle Burger,Meat Shawarma Wrap","Desserts,Shawarma,Burgers,Shawarma",250.0,2026-03-04,18,Wednesday,4,Wallet,35,2.8
ORD00411,CUST0378,El Classico,"M0218,M0203","Grilled Chicken Salad,Caesar Salad","Salads,Salads",102.0,2026-01-03,11,Saturday,2,Wallet,44,4.8
ORD00412,CUST0465,The Foodie Hub,"M0173,M0347","Fettuccine Alfredo,French Onion Soup","Pasta,Soups",130.0,2026-02-20,9,Friday,2,Cash,29,4.5
ORD00413,CUST0484,Flavor Street,"M0048,M0361,M0203,M0093,M0167","Pepperoni Pizza,Mushroom Cream Soup,Caesar Salad,Meat Shawarma Wrap,Spaghetti Bolognese","Pizza,Soups,Salads,Shawarma,Pasta",310.0,2025-12-24,19,Wednesday,5,Credit Card,47,3.8
ORD00414,CUST0439,Pasta Corner,"M0004,M0123,M0097","Classic Beef Burger,Salmon Nigiri (2Pcs),Falafel Wrap","Burgers,Sushi,Shawarma",115.0,2026-04-15,11,Wednesday,3,Wallet,50,3.7
ORD00415,CUST0134,Shawarma Station,"M0243,M0112,M0165","Tiramisu,Cheese Shawarma,Spaghetti Bolognese","Desserts,Shawarma,Pasta",143.0,2026-03-07,10,Saturday,3,Wallet,40,3.0
ORD00416,CUST0145,Pizza Palace,"M0042,M0361,M0348","Margherita Pizza,Mushroom Cream Soup,French Onion Soup","Pizza,Soups,Soups",184.0,2026-04-14,5,Tuesday,3,Cash,49,3.8
ORD00417,CUST0082,Pasta Corner,"M0092,M0344","Meat Shawarma Wrap,French Onion Soup","Shawarma,Soups",87.0,2026-03-08,8,Sunday,2,Wallet,48,4.5
ORD00418,CUST0382,Crave It,"M0039,M0064,M0196","Truffle Burger,Meat Lovers Pizza,Caesar Salad","Burgers,Pizza,Salads",241.0,2025-11-30,19,Sunday,3,Credit Card,57,2.8
ORD00419,CUST0072,Burger Factory,"M0091,M0152","Meat Shawarma Wrap,Veggie Roll (8Pcs)","Shawarma,Sushi",98.0,2025-11-19,16,Wednesday,2,Credit Card,32,3.7
ORD00420,CUST0483,The Hungry Bear,"M0095,M0136,M0251","Falafel Wrap,Spicy Tuna Roll (8Pcs),Umm Ali","Shawarma,Sushi,Desserts",152.0,2025-11-13,10,Thursday,3,Cash,29,4.3
ORD00421,CUST0192,The Grill House,"M0050,M0305","Pepperoni Pizza,Strawberry Milkshake","Pizza,Beverages",132.0,2025-12-26,13,Friday,2,Cash,32,4.0
ORD00422,CUST0468,Pizza Palace,"M0084,M0078","Truffle Mushroom Pizza,Hawaiian Pizza","Pizza,Pizza",234.0,2025-11-20,17,Thursday,2,Cash,33,4.5
ORD00423,CUST0218,Pizza Palace,M0055,Bbq Chicken Pizza,Pizza,115.0,2026-02-01,13,Sunday,1,Credit Card,42,4.0
ORD00424,CUST0267,Mediterranean Nights,M0051,Pepperoni Pizza,Pizza,93.0,2025-12-02,19,Tuesday,1,Cash,40,4.8
ORD00425,CUST0330,Fresh & Fit,"M0098,M0351,M0361","Shawarma Plate,Chicken Noodle Soup,Mushroom Cream Soup","Shawarma,Soups,Soups",150.0,2025-11-28,15,Friday,3,Cash,41,3.6
ORD00426,CUST0204,Street Eats,"M0011,M0114","Crispy Chicken Burger,Cheese Shawarma","Burgers,Shawarma",117.0,2025-12-05,21,Friday,2,Cash,57,4.7
ORD00427,CUST0191,Mama's Kitchen,"M0249,M0347,M0252,M0239,M0107","Umm Ali,French Onion Soup,Umm Ali,Crème Brûlée,Mixed Grill Wrap","Desserts,Soups,Desserts,Desserts,Shawarma",197.0,2026-03-06,17,Friday,5,Credit Card,29,4.8
ORD00428,CUST0490,Urban Bites,"M0324,M0268,M0045","Tuna Melt,Mango Panna Cotta,Pepperoni Pizza","Sandwiches,Desserts,Pizza",191.0,2026-03-15,23,Sunday,3,Credit Card,54,3.4
ORD00429,CUST0479,El Classico,"M0218,M0278","Grilled Chicken Salad,Iced Latte","Salads,Beverages",83.0,2025-12-21,4,Sunday,2,Cash,24,3.0
ORD00430,CUST0273,Pizza Palace,"M0030,M0257,M0232","Veggie Garden Burger,Waffles & Ice Cream,Cheesecake Slice","Burgers,Desserts,Desserts",151.0,2025-12-16,12,Tuesday,3,Cash,25,4.9
ORD00431,CUST0255,Crave It,"M0139,M0130","Spicy Tuna Roll (8Pcs),Dragon Roll (8Pcs)","Sushi,Sushi",193.0,2026-01-08,10,Thursday,2,Credit Card,58,3.9
ORD00432,CUST0150,Sushi World,"M0133,M0019","Dragon Roll (8Pcs),Bbq Bacon Burger","Sushi,Burgers",187.0,2025-12-04,5,Thursday,2,Wallet,57,3.5
ORD00433,CUST0435,El Classico,"M0165,M0269,M0129","Spaghetti Bolognese,Fresh Orange Juice,Dragon Roll (8Pcs)","Pasta,Beverages,Sushi",181.0,2026-02-12,14,Thursday,3,Cash,40,3.5
ORD00434,CUST0352,Pizza Palace,M0313,Grilled Cheese,Sandwiches,30.0,2025-12-02,15,Tuesday,1,Cash,49,5.0
ORD00435,CUST0413,Crave It,"M0178,M0123,M0319","Pasta Carbonara,Salmon Nigiri (2Pcs),Grilled Cheese","Pasta,Sushi,Sandwiches",166.0,2026-02-07,11,Saturday,3,Wallet,55,4.9
ORD00436,CUST0128,The Grill House,"M0279,M0144,M0155","Iced Latte,Rainbow Roll (8Pcs),Veggie Roll (8Pcs)","Beverages,Sushi,Sushi",177.0,2026-04-13,17,Monday,3,Wallet,28,4.0
ORD00437,CUST0289,Crave It,"M0292,M0158,M0086","Watermelon Juice,Sashimi Platter (12Pcs),Chicken Shawarma Wrap","Beverages,Sushi,Shawarma",190.0,2026-01-12,11,Monday,3,Cash,42,3.9
ORD00438,CUST0470,Urban Bites,M0280,Iced Latte,Beverages,33.0,2025-12-11,18,Thursday,1,Credit Card,35,3.8
ORD00439,CUST0062,Urban Bites,"M0196,M0086","Caesar Salad,Chicken Shawarma Wrap","Salads,Shawarma",75.0,2026-01-25,10,Sunday,2,Credit Card,35,2.7
ORD00440,CUST0440,Shawarma Station,"M0300,M0355","Avocado Smoothie,Lentil Soup","Beverages,Soups",58.0,2025-11-09,12,Sunday,2,Credit Card,40,3.3
ORD00441,CUST0003,Urban Bites,"M0179,M0239","Pasta Carbonara,Crème Brûlée","Pasta,Desserts",112.0,2026-01-13,12,Tuesday,2,Credit Card,30,4.3
ORD00442,CUST0106,Burger Factory,"M0045,M0211,M0027,M0064,M0337","Pepperoni Pizza,Quinoa Power Bowl,Spicy Jalapeño Burger,Meat Lovers Pizza,Pastrami Sandwich","Pizza,Salads,Burgers,Pizza,Sandwiches",400.0,2026-01-18,13,Sunday,5,Credit Card,34,4.2
ORD00443,CUST0408,Daily Bites,"M0079,M0003,M0117,M0328","Hawaiian Pizza,Classic Beef Burger,Cheese Shawarma,Blt Sandwich","Pizza,Burgers,Shawarma,Sandwiches",233.0,2026-02-11,8,Wednesday,4,Wallet,26,4.8
ORD00444,CUST0375,The Foodie Hub,"M0144,M0176","Rainbow Roll (8Pcs),Fettuccine Alfredo","Sushi,Pasta",201.0,2026-04-25,17,Saturday,2,Credit Card,56,2.9
ORD00445,CUST0494,Urban Bites,"M0158,M0130,M0128","Sashimi Platter (12Pcs),Dragon Roll (8Pcs),California Roll (8Pcs)","Sushi,Sushi,Sushi",321.0,2026-01-28,15,Wednesday,3,Credit Card,60,2.6
ORD00446,CUST0393,Pizza Palace,"M0107,M0194","Mixed Grill Wrap,Lasagna","Shawarma,Pasta",160.0,2025-12-08,13,Monday,2,Cash,56,4.9
ORD00447,CUST0387,Mama's Kitchen,"M0249,M0313,M0091,M0181,M0046","Umm Ali,Grilled Cheese,Meat Shawarma Wrap,Pasta Carbonara,Pepperoni Pizza","Desserts,Sandwiches,Shawarma,Pasta,Pizza",270.0,2026-02-07,8,Saturday,5,Wallet,38,4.4
ORD00448,CUST0013,Mediterranean Nights,"M0311,M0265,M0224,M0268","Club Sandwich,Mango Panna Cotta,Caprese Salad,Mango Panna Cotta","Sandwiches,Desserts,Salads,Desserts",172.0,2026-02-26,21,Thursday,4,Cash,41,4.5
ORD00449,CUST0130,Mama's Kitchen,"M0038,M0055,M0241,M0066","Truffle Burger,Bbq Chicken Pizza,Tiramisu,Meat Lovers Pizza","Burgers,Pizza,Desserts,Pizza",338.0,2026-03-23,10,Monday,4,Wallet,23,3.4
ORD00450,CUST0090,Urban Bites,"M0251,M0069","Umm Ali,Meat Lovers Pizza","Desserts,Pizza",160.0,2026-04-06,18,Monday,2,Cash,29,4.2
ORD00451,CUST0337,Mediterranean Nights,"M0054,M0264,M0045","Bbq Chicken Pizza,Waffles & Ice Cream,Pepperoni Pizza","Pizza,Desserts,Pizza",262.0,2026-04-01,13,Wednesday,3,Wallet,46,3.0
ORD00452,CUST0385,Flavor Street,"M0132,M0268,M0077","Dragon Roll (8Pcs),Mango Panna Cotta,Veggie Supreme Pizza","Sushi,Desserts,Pizza",236.0,2026-02-14,21,Saturday,3,Wallet,23,4.1
ORD00453,CUST0240,Desert Rose Kitchen,"M0002,M0167,M0196","Classic Beef Burger,Spaghetti Bolognese,Caesar Salad","Burgers,Pasta,Salads",174.0,2026-01-23,12,Friday,3,Wallet,50,4.4
ORD00454,CUST0318,The Foodie Hub,"M0353,M0039","Lentil Soup,Truffle Burger","Soups,Burgers",117.0,2026-04-03,10,Friday,2,Cash,53,4.8
ORD00455,CUST0246,Shawarma Station,"M0020,M0300","Bbq Bacon Burger,Avocado Smoothie","Burgers,Beverages",113.0,2026-02-04,18,Wednesday,2,Wallet,44,4.8
ORD00456,CUST0065,Desert Rose Kitchen,"M0343,M0362,M0354,M0078","French Onion Soup,Mushroom Cream Soup,Lentil Soup,Hawaiian Pizza","Soups,Soups,Soups,Pizza",205.0,2025-12-13,18,Saturday,4,Credit Card,32,2.8
ORD00457,CUST0049,El Classico,"M0165,M0237,M0209","Spaghetti Bolognese,Cheesecake Slice,Fattoush Salad","Pasta,Desserts,Salads",150.0,2026-04-03,12,Friday,3,Wallet,59,2.8
ORD00458,CUST0401,Street Eats,"M0122,M0052,M0222","Salmon Nigiri (2Pcs),Bbq Chicken Pizza,Grilled Chicken Salad","Sushi,Pizza,Salads",228.0,2026-02-06,16,Friday,3,Cash,34,3.8
ORD00459,CUST0062,Golden Fork,"M0223,M0361","Grilled Chicken Salad,Mushroom Cream Soup","Salads,Soups",116.0,2026-01-22,17,Thursday,2,Credit Card,37,3.4
ORD00460,CUST0215,Flavor Street,"M0315,M0093","Grilled Cheese,Meat Shawarma Wrap","Sandwiches,Shawarma",73.0,2026-03-04,18,Wednesday,2,Wallet,52,4.4
ORD00461,CUST0475,Crave It,"M0226,M0179,M0203","Caprese Salad,Pasta Carbonara,Caesar Salad","Salads,Pasta,Salads",167.0,2026-04-16,11,Thursday,3,Wallet,60,2.9
ORD00462,CUST0394,Sushi World,"M0355,M0279,M0331,M0114","Lentil Soup,Iced Latte,Egg & Avocado Toast,Cheese Shawarma","Soups,Beverages,Sandwiches,Shawarma",136.0,2026-03-23,18,Monday,4,Wallet,29,3.2
ORD00463,CUST0001,Urban Bites,"M0269,M0301,M0054,M0282","Fresh Orange Juice,Strawberry Milkshake,Bbq Chicken Pizza,Mint Lemonade","Beverages,Beverages,Pizza,Beverages",184.0,2025-12-09,18,Tuesday,4,Credit Card,57,3.2
ORD00464,CUST0016,Pasta Corner,"M0127,M0080","California Roll (8Pcs),Hawaiian Pizza","Sushi,Pizza",150.0,2026-01-07,12,Wednesday,2,Wallet,21,2.9
ORD00465,CUST0045,Street Eats,"M0149,M0092,M0335","Veggie Roll (8Pcs),Meat Shawarma Wrap,Pastrami Sandwich","Sushi,Shawarma,Sandwiches",153.0,2025-11-17,13,Monday,3,Wallet,41,4.0
ORD00466,CUST0078,Pasta Corner,"M0092,M0228","Meat Shawarma Wrap,Chocolate Lava Cake","Shawarma,Desserts",91.0,2026-01-31,9,Saturday,2,Cash,37,2.6
ORD00467,CUST0423,Mama's Kitchen,"M0094,M0311,M0295","Falafel Wrap,Club Sandwich,Avocado Smoothie","Shawarma,Sandwiches,Beverages",122.0,2026-02-20,18,Friday,3,Wallet,35,2.6
ORD00468,CUST0160,Mediterranean Nights,"M0040,M0166,M0054","Margherita Pizza,Spaghetti Bolognese,Bbq Chicken Pizza","Pizza,Pasta,Pizza",260.0,2026-03-23,19,Monday,3,Credit Card,27,2.8
ORD00469,CUST0016,Mediterranean Nights,"M0331,M0351","Egg & Avocado Toast,Chicken Noodle Soup","Sandwiches,Soups",80.0,2025-11-04,20,Tuesday,2,Wallet,35,3.8
ORD00470,CUST0335,Golden Fork,"M0210,M0233","Fattoush Salad,Cheesecake Slice","Salads,Desserts",78.0,2026-02-05,14,Thursday,2,Wallet,38,2.8
ORD00471,CUST0181,Urban Bites,"M0060,M0310","Four Cheese Pizza,Club Sandwich","Pizza,Sandwiches",192.0,2026-02-10,18,Tuesday,2,Credit Card,50,4.0
ORD00472,CUST0398,The Foodie Hub,"M0093,M0264","Meat Shawarma Wrap,Waffles & Ice Cream","Shawarma,Desserts",92.0,2026-01-25,11,Sunday,2,Wallet,39,4.1
ORD00473,CUST0050,Pizza Palace,"M0357,M0340,M0152","Lentil Soup,Tomato Basil Soup,Veggie Roll (8Pcs)","Soups,Soups,Sushi",125.0,2025-11-04,11,Tuesday,3,Cash,43,4.1
ORD00474,CUST0092,Pasta Corner,"M0195,M0011,M0079,M0091","Lasagna,Crispy Chicken Burger,Hawaiian Pizza,Meat Shawarma Wrap","Pasta,Burgers,Pizza,Shawarma",292.0,2025-12-24,9,Wednesday,4,Wallet,48,4.9
ORD00475,CUST0348,Mama's Kitchen,M0206,Greek Salad,Salads,50.0,2026-02-28,12,Saturday,1,Wallet,25,4.2
ORD00476,CUST0112,Sushi World,"M0176,M0247,M0002","Fettuccine Alfredo,Kunafa,Classic Beef Burger","Pasta,Desserts,Burgers",174.0,2025-12-01,10,Monday,3,Wallet,33,3.7
ORD00477,CUST0326,Pasta Corner,"M0216,M0206","Quinoa Power Bowl,Greek Salad","Salads,Salads",125.0,2026-01-03,18,Saturday,2,Credit Card,27,4.1
ORD00478,CUST0134,Fresh & Fit,"M0069,M0039,M0006","Meat Lovers Pizza,Truffle Burger,Double Smash Burger","Pizza,Burgers,Burgers",291.0,2026-03-10,21,Tuesday,3,Cash,51,2.9
ORD00479,CUST0395,Urban Bites,"M0113,M0279,M0360","Cheese Shawarma,Iced Latte,Mushroom Cream Soup","Shawarma,Beverages,Soups",102.0,2026-01-25,1,Sunday,3,Credit Card,51,2.9
ORD00480,CUST0164,Golden Fork,"M0210,M0209,M0083","Fattoush Salad,Fattoush Salad,Truffle Mushroom Pizza","Salads,Salads,Pizza",224.0,2026-03-18,17,Wednesday,3,Cash,54,4.1
ORD00481,CUST0392,Golden Fork,"M0354,M0199","Lentil Soup,Caesar Salad","Soups,Salads",71.0,2026-04-26,9,Sunday,2,Wallet,24,3.1
ORD00482,CUST0439,Pizza Palace,"M0246,M0209,M0043","Kunafa,Fattoush Salad,Margherita Pizza","Desserts,Salads,Pizza",148.0,2025-11-11,19,Tuesday,3,Wallet,28,3.4
ORD00483,CUST0274,Mediterranean Nights,"M0331,M0246,M0041","Egg & Avocado Toast,Kunafa,Margherita Pizza","Sandwiches,Desserts,Pizza",143.0,2025-11-25,13,Tuesday,3,Wallet,49,4.7
ORD00484,CUST0313,Pasta Corner,"M0308,M0264,M0352,M0118,M0092","Hot Chocolate,Waffles & Ice Cream,Lentil Soup,Cheese Shawarma,Meat Shawarma Wrap","Beverages,Desserts,Soups,Shawarma,Shawarma",189.0,2026-03-31,20,Tuesday,5,Cash,29,3.5
ORD00485,CUST0374,Golden Fork,"M0332,M0014,M0184","Egg & Avocado Toast,Crispy Chicken Burger,Pesto Pasta","Sandwiches,Burgers,Pasta",168.0,2025-11-26,14,Wednesday,3,Credit Card,24,4.6
ORD00486,CUST0242,Street Eats,"M0064,M0056,M0081,M0241","Meat Lovers Pizza,Bbq Chicken Pizza,Hawaiian Pizza,Tiramisu","Pizza,Pizza,Pizza,Desserts",386.0,2026-03-05,11,Thursday,4,Wallet,51,4.5
ORD00487,CUST0494,El Classico,"M0077,M0084","Veggie Supreme Pizza,Truffle Mushroom Pizza","Pizza,Pizza",247.0,2026-02-03,23,Tuesday,2,Wallet,50,4.7
ORD00488,CUST0160,The Foodie Hub,"M0234,M0190","Cheesecake Slice,Seafood Linguine","Desserts,Pasta",158.0,2026-04-08,19,Wednesday,2,Wallet,59,3.2
ORD00489,CUST0210,Mediterranean Nights,M0311,Club Sandwich,Sandwiches,50.0,2026-02-12,7,Thursday,1,Wallet,36,4.6
ORD00490,CUST0270,Street Eats,"M0281,M0254","Mint Lemonade,Umm Ali","Beverages,Desserts",44.0,2025-12-22,19,Monday,2,Wallet,45,3.8
ORD00491,CUST0370,Flavor Street,"M0003,M0219","Classic Beef Burger,Grilled Chicken Salad","Burgers,Salads",120.0,2026-02-13,17,Friday,2,Credit Card,37,4.9
ORD00492,CUST0264,Mediterranean Nights,"M0117,M0357,M0141","Cheese Shawarma,Lentil Soup,Rainbow Roll (8Pcs)","Shawarma,Soups,Sushi",183.0,2026-02-26,13,Thursday,3,Credit Card,25,4.5
ORD00493,CUST0226,Pasta Corner,"M0092,M0243,M0178,M0331","Meat Shawarma Wrap,Tiramisu,Pasta Carbonara,Egg & Avocado Toast","Shawarma,Desserts,Pasta,Sandwiches",213.0,2025-11-12,13,Wednesday,4,Credit Card,60,3.1
ORD00494,CUST0055,Flavor Street,"M0237,M0002","Cheesecake Slice,Classic Beef Burger","Desserts,Burgers",92.0,2026-03-27,12,Friday,2,Wallet,25,4.6
ORD00495,CUST0185,Pizza Palace,"M0357,M0271,M0145","Lentil Soup,Fresh Orange Juice,Rainbow Roll (8Pcs)","Soups,Beverages,Sushi",161.0,2025-11-14,19,Friday,3,Wallet,51,4.0
ORD00496,CUST0037,Shawarma Station,"M0020,M0324","Bbq Bacon Burger,Tuna Melt","Burgers,Sandwiches",128.0,2025-11-21,19,Friday,2,Credit Card,47,2.6
ORD00497,CUST0003,Mediterranean Nights,"M0314,M0089,M0344","Grilled Cheese,Meat Shawarma Wrap,French Onion Soup","Sandwiches,Shawarma,Soups",108.0,2026-03-20,13,Friday,3,Wallet,38,4.9
ORD00498,CUST0374,Fresh & Fit,"M0081,M0252,M0295","Hawaiian Pizza,Umm Ali,Avocado Smoothie","Pizza,Desserts,Beverages",181.0,2026-01-14,11,Wednesday,3,Cash,51,4.3
ORD00499,CUST0157,Desert Rose Kitchen,"M0006,M0236,M0309,M0271,M0137","Double Smash Burger,Cheesecake Slice,Hot Chocolate,Fresh Orange Juice,Spicy Tuna Roll (8Pcs)","Burgers,Desserts,Beverages,Beverages,Sushi",229.0,2026-01-09,19,Friday,5,Wallet,43,3.3
ORD00500,CUST0334,Sushi World,"M0328,M0351,M0295","Blt Sandwich,Chicken Noodle Soup,Avocado Smoothie","Sandwiches,Soups,Beverages",115.0,2026-04-08,17,Wednesday,3,Cash,28,3.4
ORD00501,CUST0352,The Hungry Bear,"M0016,M0036,M0032","Bbq Bacon Burger,Truffle Burger,Truffle Burger","Burgers,Burgers,Burgers",260.0,2026-01-06,9,Tuesday,3,Credit Card,29,4.9
ORD00502,CUST0087,Fresh & Fit,M0089,Meat Shawarma Wrap,Shawarma,36.0,2025-12-06,10,Saturday,1,Credit Card,39,2.9
ORD00503,CUST0265,The Grill House,"M0279,M0247,M0203","Iced Latte,Kunafa,Caesar Salad","Beverages,Desserts,Salads",101.0,2026-01-23,10,Friday,3,Wallet,29,4.0
ORD00504,CUST0222,Desert Rose Kitchen,"M0343,M0294","French Onion Soup,Avocado Smoothie","Soups,Beverages",76.0,2026-01-18,23,Sunday,2,Cash,56,3.0
ORD00505,CUST0263,The Foodie Hub,"M0093,M0210,M0162","Meat Shawarma Wrap,Fattoush Salad,Spaghetti Bolognese","Shawarma,Salads,Pasta",143.0,2026-04-09,19,Thursday,3,Cash,56,2.8
ORD00506,CUST0262,Pizza Palace,M0107,Mixed Grill Wrap,Shawarma,61.0,2026-04-30,13,Thursday,1,Cash,54,4.2
ORD00507,CUST0196,The Grill House,"M0279,M0150,M0104","Iced Latte,Veggie Roll (8Pcs),Shawarma Plate","Beverages,Sushi,Shawarma",115.0,2026-02-26,23,Thursday,3,Cash,48,2.8
ORD00508,CUST0459,Mama's Kitchen,"M0041,M0354,M0170,M0292,M0146","Margherita Pizza,Lentil Soup,Penne Arrabiata,Watermelon Juice,Rainbow Roll (8Pcs)","Pizza,Soups,Pasta,Beverages,Sushi",270.0,2026-04-02,12,Thursday,5,Cash,26,3.1
ORD00509,CUST0256,Mediterranean Nights,"M0331,M0054","Egg & Avocado Toast,Bbq Chicken Pizza","Sandwiches,Pizza",154.0,2025-11-25,19,Tuesday,2,Cash,46,4.5
ORD00510,CUST0228,The Hungry Bear,"M0016,M0026","Bbq Bacon Burger,Spicy Jalapeño Burger","Burgers,Burgers",137.0,2026-04-11,12,Saturday,2,Credit Card,22,2.9
ORD00511,CUST0154,Mama's Kitchen,"M0290,M0216,M0267","Watermelon Juice,Quinoa Power Bowl,Mango Panna Cotta","Beverages,Salads,Desserts",138.0,2026-03-20,3,Friday,3,Cash,58,2.7
ORD00512,CUST0277,Urban Bites,"M0319,M0278","Grilled Cheese,Iced Latte","Sandwiches,Beverages",56.0,2026-03-08,18,Sunday,2,Credit Card,52,4.9
ORD00513,CUST0395,Pasta Corner,"M0222,M0302","Grilled Chicken Salad,Strawberry Milkshake","Salads,Beverages",107.0,2026-03-02,20,Monday,2,Wallet,32,3.8
ORD00514,CUST0055,Mama's Kitchen,"M0290,M0037","Watermelon Juice,Truffle Burger","Beverages,Burgers",127.0,2026-01-31,12,Saturday,2,Cash,25,3.4
ORD00515,CUST0179,The Grill House,"M0170,M0178,M0105","Penne Arrabiata,Pasta Carbonara,Mixed Grill Wrap","Pasta,Pasta,Shawarma",227.0,2026-02-23,11,Monday,3,Credit Card,59,5.0
ORD00516,CUST0249,Crave It,"M0027,M0319","Spicy Jalapeño Burger,Grilled Cheese","Burgers,Sandwiches",94.0,2026-03-16,21,Monday,2,Cash,37,2.8
ORD00517,CUST0090,Urban Bites,M0359,Mushroom Cream Soup,Soups,41.0,2025-12-12,17,Friday,1,Wallet,24,4.2
ORD00518,CUST0274,Golden Fork,"M0289,M0003,M0165","Watermelon Juice,Classic Beef Burger,Spaghetti Bolognese","Beverages,Burgers,Pasta",142.0,2025-11-09,20,Sunday,3,Cash,28,3.2
ORD00519,CUST0187,El Classico,"M0238,M0067","Crème Brûlée,Meat Lovers Pizza","Desserts,Pizza",174.0,2026-04-30,17,Thursday,2,Wallet,40,3.6
ORD00520,CUST0280,Sushi World,"M0176,M0200,M0167","Fettuccine Alfredo,Caesar Salad,Spaghetti Bolognese","Pasta,Salads,Pasta",221.0,2026-04-16,8,Thursday,3,Cash,32,4.9
ORD00521,CUST0418,The Foodie Hub,"M0131,M0118","Dragon Roll (8Pcs),Cheese Shawarma","Sushi,Shawarma",134.0,2025-12-12,14,Friday,2,Cash,30,3.2
