antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"frozenset({'Waffles & Ice Cream', 'French Onion Soup'})",frozenset({'Kunafa'}),0.002,0.0465,0.001,0.5,10.75268817204301,1.0,0.000907,1.907,0.9088176352705412,0.021052631578947368,0.4756161510225485,0.260752688172043,"Waffles & Ice Cream, French Onion Soup",Kunafa,"Waffles & Ice Cream, French Onion Soup → Kunafa"
"frozenset({'Four Cheese Pizza', 'Pasta Carbonara'})",frozenset({'Meat Shawarma Wrap'}),0.002,0.0465,0.001,0.5,10.75268817204301,1.0,0.000907,1.907,0.9088176352705412,0.021052631578947368,0.4756161510225485,0.260752688172043,"Four Cheese Pizza, Pasta Carbonara",Meat Shawarma Wrap,"Four Cheese Pizza, Pasta Carbonara → Meat Shawarma Wrap"
"frozenset({'Cheesecake Slice', 'Fattoush Salad'})",frozenset({'Pesto Pasta'}),0.003,0.031,0.001,0.3333333333333333,10.75268817204301,1.0,0.000907,1.4534999999999998,0.9097291875626881,0.030303030303030304,0.3120055039559684,0.1827956989247312,"Cheesecake Slice, Fattoush Salad",Pesto Pasta,"Cheesecake Slice, Fattoush Salad → Pesto Pasta"
"frozenset({'Rainbow Roll (8Pcs)', 'Bbq Bacon Burger'})",frozenset({'Seafood Chowder'}),0.003,0.031,0.001,0.3333333333333333,10.75268817204301,1.0,0.000907,1.4534999999999998,0.9097291875626881,0.030303030303030304,0.3120055039559684,0.1827956989247312,"Rainbow Roll (8Pcs), Bbq Bacon Burger",Seafood Chowder,"Rainbow Roll (8Pcs), Bbq Bacon Burger → Seafood Chowder"
"frozenset({'Mango Smoothie', 'Meat Shawarma Wrap'})",frozenset({'Fattoush Salad'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Mango Smoothie, Meat Shawarma Wrap",Fattoush Salad,"Mango Smoothie, Meat Shawarma Wrap → Fattoush Salad"
"frozenset({'Tiramisu', 'French Onion Soup'})",frozenset({'Blt Sandwich'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Tiramisu, French Onion Soup",Blt Sandwich,"Tiramisu, French Onion Soup → Blt Sandwich"
"frozenset({'Quinoa Power Bowl', 'Margherita Pizza'})",frozenset({'Blt Sandwich'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Quinoa Power Bowl, Margherita Pizza",Blt Sandwich,"Quinoa Power Bowl, Margherita Pizza → Blt Sandwich"
"frozenset({'Kunafa', 'Spaghetti Bolognese'})",frozenset({'Blt Sandwich'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Kunafa, Spaghetti Bolognese",Blt Sandwich,"Kunafa, Spaghetti Bolognese → Blt Sandwich"
"frozenset({'Veggie Garden Burger', 'Iced Latte'})",frozenset({'Fattoush Salad'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Veggie Garden Burger, Iced Latte",Fattoush Salad,"Veggie Garden Burger, Iced Latte → Fattoush Salad"
"frozenset({'Hot Chocolate', 'Bbq Chicken Pizza'})",frozenset({'Falafel Wrap'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Hot Chocolate, Bbq Chicken Pizza",Falafel Wrap,"Hot Chocolate, Bbq Chicken Pizza → Falafel Wrap"
"frozenset({'Mixed Grill Wrap', 'Mint Lemonade'})",frozenset({'Fattoush Salad'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Mixed Grill Wrap, Mint Lemonade",Fattoush Salad,"Mixed Grill Wrap, Mint Lemonade → Fattoush Salad"
"frozenset({'Margherita Pizza', 'Blt Sandwich'})",frozenset({'Fattoush Salad'}),0.0025,0.0375,0.001,0.4,10.666666666666668,1.0,0.00090625,1.6041666666666667,0.9085213032581453,0.02564102564102564,0.37662337662337664,0.21333333333333335,"Margherita Pizza, Blt Sandwich",Fattoush Salad,"Margherita Pizza, Blt Sandwich → Fattoush Salad"
"frozenset({'Cheesecake Slice', 'Crispy Chicken Burger'})",frozenset({'Lentil Soup'}),0.002,0.047,0.001,0.5,10.638297872340425,1.0,0.000906,1.906,0.9078156312625251,0.020833333333333332,0.4753410283315845,0.26063829787234044,"Cheesecake Slice, Crispy Chicken Burger",Lentil Soup,"Cheesecake Slice, Crispy Chicken Burger → Lentil Soup"
"frozenset({'Egg & Avocado Toast', 'Pasta Carbonara'})",frozenset({'Tiramisu'}),0.003,0.0315,0.001,0.3333333333333333,10.58201058201058,1.0,0.0009055000000000001,1.45275,0.9082246740220662,0.029850746268656716,0.3116503183617277,0.18253968253968253,"Egg & Avocado Toast, Pasta Carbonara",Tiramisu,"Egg & Avocado Toast, Pasta Carbonara → Tiramisu"
"frozenset({'Crème Brûlée', 'Tuna Melt'})",frozenset({'Meat Lovers Pizza'}),0.002,0.0475,0.001,0.5,10.526315789473685,1.0,0.000905,1.905,0.906813627254509,0.020618556701030927,0.47506561679790027,0.26052631578947366,"Crème Brûlée, Tuna Melt",Meat Lovers Pizza,"Crème Brûlée, Tuna Melt → Meat Lovers Pizza"
"frozenset({'Umm Ali', 'Blt Sandwich'})",frozenset({'Meat Lovers Pizza'}),0.002,0.0475,0.001,0.5,10.526315789473685,1.0,0.000905,1.905,0.906813627254509,0.020618556701030927,0.47506561679790027,0.26052631578947366,"Umm Ali, Blt Sandwich",Meat Lovers Pizza,"Umm Ali, Blt Sandwich → Meat Lovers Pizza"
"frozenset({'Seafood Chowder', 'Fresh Orange Juice'})",frozenset({'Meat Lovers Pizza'}),0.002,0.0475,0.001,0.5,10.526315789473685,1.0,0.000905,1.905,0.906813627254509,0.020618556701030927,0.47506561679790027,0.26052631578947366,"Seafood Chowder, Fresh Orange Juice",Meat Lovers Pizza,"Seafood Chowder, Fresh Orange Juice → Meat Lovers Pizza"
"frozenset({'Grilled Chicken Salad', 'Kunafa'})",frozenset({'Meat Lovers Pizza'}),0.002,0.0475,0.001,0.5,10.526315789473685,1.0,0.000905,1.905,0.906813627254509,0.020618556701030927,0.47506561679790027,0.26052631578947366,"Grilled Chicken Salad, Kunafa",Meat Lovers Pizza,"Grilled Chicken Salad, Kunafa → Meat Lovers Pizza"
"frozenset({'Caprese Salad', 'Kunafa'})",frozenset({'Meat Lovers Pizza'}),0.002,0.0475,0.001,0.5,10.526315789473685,1.0,0.000905,1.905,0.906813627254509,0.020618556701030927,0.47506561679790027,0.26052631578947366,"Caprese Salad, Kunafa",Meat Lovers Pizza,"Caprese Salad, Kunafa → Meat Lovers Pizza"
"frozenset({'Caesar Salad', 'Margherita Pizza'})",frozenset({'Meat Lovers Pizza'}),0.002,0.0475,0.001,0.5,10.526315789473685,1.0,0.000905,1.905,0.906813627254509,0.020618556701030927,0.47506561679790027,0.26052631578947366,"Caesar Salad, Margherita Pizza",Meat Lovers Pizza,"Caesar Salad, Margherita Pizza → Meat Lovers Pizza"
"frozenset({'Tiramisu', 'Caesar Salad'})",frozenset({'Mixed Grill Wrap'}),0.0015,0.0635,0.001,0.6666666666666666,10.498687664041993,1.0,0.0009047500000000001,2.8095,0.9061091637456185,0.015625,0.6440647802100017,0.3412073490813648,"Tiramisu, Caesar Salad",Mixed Grill Wrap,"Tiramisu, Caesar Salad → Mixed Grill Wrap"
"frozenset({'Caprese Salad', 'Pasta Carbonara'})",frozenset({'Caesar Salad'}),0.0015,0.0635,0.001,0.6666666666666666,10.498687664041993,1.0,0.0009047500000000001,2.8095,0.9061091637456185,0.015625,0.6440647802100017,0.3412073490813648,"Caprese Salad, Pasta Carbonara",Caesar Salad,"Caprese Salad, Pasta Carbonara → Caesar Salad"
"frozenset({'Egg & Avocado Toast', 'Margherita Pizza'})",frozenset({'Rainbow Roll (8Pcs)'}),0.0015,0.064,0.001,0.6666666666666666,10.416666666666666,1.0,0.0009040000000000001,2.8079999999999994,0.9053580370555834,0.015503875968992248,0.6438746438746439,0.3411458333333333,"Egg & Avocado Toast, Margherita Pizza",Rainbow Roll (8Pcs),"Egg & Avocado Toast, Margherita Pizza → Rainbow Roll (8Pcs)"
"frozenset({'Caesar Salad', 'Umm Ali'})",frozenset({'Shawarma Plate'}),0.003,0.032,0.001,0.3333333333333333,10.416666666666666,1.0,0.0009040000000000001,1.4519999999999997,0.9067201604814443,0.029411764705882353,0.3112947658402204,0.18229166666666666,"Caesar Salad, Umm Ali",Shawarma Plate,"Caesar Salad, Umm Ali → Shawarma Plate"
"frozenset({'Veggie Roll (8Pcs)', 'Hawaiian Pizza'})",frozenset({'Shawarma Plate'}),0.003,0.032,0.001,0.3333333333333333,10.416666666666666,1.0,0.0009040000000000001,1.4519999999999997,0.9067201604814443,0.029411764705882353,0.3112947658402204,0.18229166666666666,"Veggie Roll (8Pcs), Hawaiian Pizza",Shawarma Plate,"Veggie Roll (8Pcs), Hawaiian Pizza → Shawarma Plate"
"frozenset({'Kunafa', 'Fresh Orange Juice'})",frozenset({'Classic Beef Burger'}),0.0025,0.039,0.001,0.4,10.256410256410257,1.0,0.0009025,1.6016666666666666,0.9047619047619047,0.024691358024691357,0.37565036420395426,0.21282051282051284,"Kunafa, Fresh Orange Juice",Classic Beef Burger,"Kunafa, Fresh Orange Juice → Classic Beef Burger"
"frozenset({'Truffle Burger', 'Spaghetti Bolognese'})",frozenset({'Club Sandwich'}),0.0045,0.0325,0.0015,0.33333333333333337,10.256410256410257,1.0,0.00135375,1.4512500000000002,0.9065796082370667,0.04225352112676057,0.3109388458225668,0.18974358974358976,"Truffle Burger, Spaghetti Bolognese",Club Sandwich,"Truffle Burger, Spaghetti Bolognese → Club Sandwich"
"frozenset({'Tuna Melt', 'Waffles & Ice Cream'})",frozenset({'Dragon Roll (8Pcs)'}),0.003,0.0325,0.001,0.3333333333333333,10.256410256410255,1.0,0.0009025,1.45125,0.9052156469408223,0.02898550724637681,0.3109388458225667,0.18205128205128204,"Tuna Melt, Waffles & Ice Cream",Dragon Roll (8Pcs),"Tuna Melt, Waffles & Ice Cream → Dragon Roll (8Pcs)"
"frozenset({'Cheese Shawarma', 'French Onion Soup'})",frozenset({'Mango Smoothie'}),0.0035,0.028,0.001,0.2857142857142857,10.204081632653061,1.0,0.000902,1.3608,0.9051680883090818,0.03278688524590164,0.2651381540270429,0.1607142857142857,"Cheese Shawarma, French Onion Soup",Mango Smoothie,"Cheese Shawarma, French Onion Soup → Mango Smoothie"
"frozenset({'Grilled Chicken Salad', 'Bbq Chicken Pizza'})",frozenset({'Salmon Nigiri (2Pcs)'}),0.0025,0.0395,0.001,0.4,10.126582278481013,1.0,0.00090125,1.6008333333333333,0.9035087719298245,0.024390243902439025,0.37532535137948986,0.2126582278481013,"Grilled Chicken Salad, Bbq Chicken Pizza",Salmon Nigiri (2Pcs),"Grilled Chicken Salad, Bbq Chicken Pizza → Salmon Nigiri (2Pcs)"
"frozenset({'Tuna Melt', 'Meat Lovers Pizza'})",frozenset({'Crème Brûlée'}),0.0025,0.04,0.001,0.4,10.0,1.0,0.0009,1.6,0.9022556390977442,0.024096385542168672,0.37500000000000006,0.21250000000000002,"Tuna Melt, Meat Lovers Pizza",Crème Brûlée,"Tuna Melt, Meat Lovers Pizza → Crème Brûlée"
"frozenset({'Club Sandwich', 'Crispy Chicken Burger'})",frozenset({'Crème Brûlée'}),0.0025,0.04,0.001,0.4,10.0,1.0,0.0009,1.6,0.9022556390977442,0.024096385542168672,0.37500000000000006,0.21250000000000002,"Club Sandwich, Crispy Chicken Burger",Crème Brûlée,"Club Sandwich, Crispy Chicken Burger → Crème Brûlée"
"frozenset({'Blt Sandwich', 'Salmon Nigiri (2Pcs)'})",frozenset({'Waffles & Ice Cream'}),0.0015,0.067,0.001,0.6666666666666666,9.950248756218905,1.0,0.0008995,2.799,0.900851276915373,0.014814814814814814,0.6427295462665236,0.3407960199004975,"Blt Sandwich, Salmon Nigiri (2Pcs)",Waffles & Ice Cream,"Blt Sandwich, Salmon Nigiri (2Pcs) → Waffles & Ice Cream"
"frozenset({'Veggie Garden Burger', 'Fattoush Salad'})",frozenset({'Waffles & Ice Cream'}),0.0015,0.067,0.001,0.6666666666666666,9.950248756218905,1.0,0.0008995,2.799,0.900851276915373,0.014814814814814814,0.6427295462665236,0.3407960199004975,"Veggie Garden Burger, Fattoush Salad",Waffles & Ice Cream,"Veggie Garden Burger, Fattoush Salad → Waffles & Ice Cream"
"frozenset({'Kunafa', 'French Onion Soup'})",frozenset({'Waffles & Ice Cream'}),0.0015,0.067,0.001,0.6666666666666666,9.950248756218905,1.0,0.0008995,2.799,0.900851276915373,0.014814814814814814,0.6427295462665236,0.3407960199004975,"Kunafa, French Onion Soup",Waffles & Ice Cream,"Kunafa, French Onion Soup → Waffles & Ice Cream"
"frozenset({'Dragon Roll (8Pcs)', 'Tuna Melt'})",frozenset({'Waffles & Ice Cream'}),0.0015,0.067,0.001,0.6666666666666666,9.950248756218905,1.0,0.0008995,2.799,0.900851276915373,0.014814814814814814,0.6427295462665236,0.3407960199004975,"Dragon Roll (8Pcs), Tuna Melt",Waffles & Ice Cream,"Dragon Roll (8Pcs), Tuna Melt → Waffles & Ice Cream"
"frozenset({'Pasta Carbonara', 'Pastrami Sandwich'})",frozenset({'Waffles & Ice Cream'}),0.0015,0.067,0.001,0.6666666666666666,9.950248756218905,1.0,0.0008995,2.799,0.900851276915373,0.014814814814814814,0.6427295462665236,0.3407960199004975,"Pasta Carbonara, Pastrami Sandwich",Waffles & Ice Cream,"Pasta Carbonara, Pastrami Sandwich → Waffles & Ice Cream"
"frozenset({'Cheesecake Slice', 'Pasta Carbonara'})",frozenset({'Egg & Avocado Toast'}),0.004,0.0255,0.001,0.25,9.803921568627452,1.0,0.000898,1.2993333333333335,0.9016064257028114,0.03508771929824562,0.23037455105182145,0.14460784313725492,"Cheesecake Slice, Pasta Carbonara",Egg & Avocado Toast,"Cheesecake Slice, Pasta Carbonara → Egg & Avocado Toast"
"frozenset({'Mushroom Cream Soup', 'Bbq Chicken Pizza'})",frozenset({'Mint Lemonade'}),0.002,0.0515,0.001,0.5,9.708737864077671,1.0,0.000897,1.897,0.8987975951903808,0.01904761904761905,0.4728518713758566,0.25970873786407767,"Mushroom Cream Soup, Bbq Chicken Pizza",Mint Lemonade,"Mushroom Cream Soup, Bbq Chicken Pizza → Mint Lemonade"
"frozenset({'Meat Shawarma Wrap', 'Iced Latte'})",frozenset({'Margherita Pizza'}),0.002,0.0515,0.001,0.5,9.708737864077671,1.0,0.000897,1.897,0.8987975951903808,0.01904761904761905,0.4728518713758566,0.25970873786407767,"Meat Shawarma Wrap, Iced Latte",Margherita Pizza,"Meat Shawarma Wrap, Iced Latte → Margherita Pizza"
"frozenset({'Penne Arrabiata', 'Caesar Salad'})",frozenset({'Mint Lemonade'}),0.002,0.0515,0.001,0.5,9.708737864077671,1.0,0.000897,1.897,0.8987975951903808,0.01904761904761905,0.4728518713758566,0.25970873786407767,"Penne Arrabiata, Caesar Salad",Mint Lemonade,"Penne Arrabiata, Caesar Salad → Mint Lemonade"
"frozenset({'Classic Beef Burger', 'Veggie Supreme Pizza'})",frozenset({'Mint Lemonade'}),0.002,0.0515,0.001,0.5,9.708737864077671,1.0,0.000897,1.897,0.8987975951903808,0.01904761904761905,0.4728518713758566,0.25970873786407767,"Classic Beef Burger, Veggie Supreme Pizza",Mint Lemonade,"Classic Beef Burger, Veggie Supreme Pizza → Mint Lemonade"
"frozenset({'Truffle Burger', 'Club Sandwich'})",frozenset({'Spaghetti Bolognese'}),0.002,0.0775,0.0015,0.75,9.67741935483871,1.0,0.001345,3.69,0.8984635938543755,0.019230769230769232,0.7289972899728997,0.38467741935483873,"Truffle Burger, Club Sandwich",Spaghetti Bolognese,"Truffle Burger, Club Sandwich → Spaghetti Bolognese"
"frozenset({'Egg & Avocado Toast', 'Spaghetti Bolognese'})",frozenset({'Caprese Salad'}),0.003,0.0345,0.001,0.3333333333333333,9.661835748792269,1.0,0.0008965,1.4482499999999998,0.899197592778335,0.0273972602739726,0.3095114793716554,0.18115942028985507,"Egg & Avocado Toast, Spaghetti Bolognese",Caprese Salad,"Egg & Avocado Toast, Spaghetti Bolognese → Caprese Salad"
"frozenset({'Crème Brûlée', 'Blt Sandwich'})",frozenset({'Hawaiian Pizza'}),0.0025,0.042,0.001,0.4,9.523809523809524,1.0,0.000895,1.5966666666666667,0.8972431077694234,0.022988505747126436,0.37369519832985393,0.21190476190476193,"Crème Brûlée, Blt Sandwich",Hawaiian Pizza,"Crème Brûlée, Blt Sandwich → Hawaiian Pizza"
"frozenset({'Hot Chocolate', 'Bbq Chicken Pizza'})",frozenset({'Hawaiian Pizza'}),0.0025,0.042,0.001,0.4,9.523809523809524,1.0,0.000895,1.5966666666666667,0.8972431077694234,0.022988505747126436,0.37369519832985393,0.21190476190476193,"Hot Chocolate, Bbq Chicken Pizza",Hawaiian Pizza,"Hot Chocolate, Bbq Chicken Pizza → Hawaiian Pizza"
"frozenset({'Veggie Roll (8Pcs)', 'Mushroom Cream Soup'})",frozenset({'Hawaiian Pizza'}),0.0025,0.042,0.001,0.4,9.523809523809524,1.0,0.000895,1.5966666666666667,0.8972431077694234,0.022988505747126436,0.37369519832985393,0.21190476190476193,"Veggie Roll (8Pcs), Mushroom Cream Soup",Hawaiian Pizza,"Veggie Roll (8Pcs), Mushroom Cream Soup → Hawaiian Pizza"
"frozenset({'Caesar Salad', 'Iced Latte'})",frozenset({'Mixed Grill Wrap'}),0.0025,0.0635,0.0015,0.6,9.448818897637794,1.0,0.00134125,2.34125,0.89640768588137,0.023255813953488372,0.5728777362520021,0.3118110236220472,"Caesar Salad, Iced Latte",Mixed Grill Wrap,"Caesar Salad, Iced Latte → Mixed Grill Wrap"
"frozenset({'Hot Chocolate', 'Pasta Carbonara'})",frozenset({'Truffle Mushroom Pizza'}),0.004,0.0265,0.001,0.25,9.433962264150944,1.0,0.000894,1.298,0.8975903614457833,0.03389830508474576,0.2295839753466872,0.14386792452830188,"Hot Chocolate, Pasta Carbonara",Truffle Mushroom Pizza,"Hot Chocolate, Pasta Carbonara → Truffle Mushroom Pizza"
"frozenset({'Mango Smoothie', 'Umm Ali'})",frozenset({'French Onion Soup'}),0.002,0.0535,0.001,0.5,9.345794392523365,1.0,0.000893,1.893,0.8947895791583167,0.01834862385321101,0.4717379820390914,0.25934579439252337,"Mango Smoothie, Umm Ali",French Onion Soup,"Mango Smoothie, Umm Ali → French Onion Soup"
"frozenset({'Tiramisu', 'Blt Sandwich'})",frozenset({'French Onion Soup'}),0.002,0.0535,0.001,0.5,9.345794392523365,1.0,0.000893,1.893,0.8947895791583167,0.01834862385321101,0.4717379820390914,0.25934579439252337,"Tiramisu, Blt Sandwich",French Onion Soup,"Tiramisu, Blt Sandwich → French Onion Soup"
"frozenset({'Meat Shawarma Wrap', 'Crispy Chicken Burger'})",frozenset({'Grilled Cheese'}),0.0035,0.046,0.0015,0.42857142857142855,9.316770186335404,1.0,0.001339,1.6695,0.8958019735741761,0.03125,0.40101826894279724,0.23059006211180122,"Meat Shawarma Wrap, Crispy Chicken Burger",Grilled Cheese,"Meat Shawarma Wrap, Crispy Chicken Burger → Grilled Cheese"
"frozenset({'Dragon Roll (8Pcs)', 'Mint Lemonade'})",frozenset({'Umm Ali'}),0.0015,0.072,0.001,0.6666666666666666,9.25925925925926,1.0,0.000892,2.784,0.8933400100150225,0.013793103448275864,0.6408045977011494,0.34027777777777773,"Dragon Roll (8Pcs), Mint Lemonade",Umm Ali,"Dragon Roll (8Pcs), Mint Lemonade → Umm Ali"
"frozenset({'Grilled Cheese', 'French Onion Soup'})",frozenset({'Meat Shawarma Wrap'}),0.0035,0.0465,0.0015,0.42857142857142855,9.216589861751151,1.0,0.0013372500000000001,1.668625,0.8946312092323131,0.030927835051546393,0.40070417259719826,0.2304147465437788,"Grilled Cheese, French Onion Soup",Meat Shawarma Wrap,"Grilled Cheese, French Onion Soup → Meat Shawarma Wrap"
"frozenset({'Rainbow Roll (8Pcs)', 'Fresh Orange Juice'})",frozenset({'Seafood Chowder'}),0.0035,0.031,0.001,0.2857142857142857,9.216589861751151,1.0,0.0008915,1.3566,0.8946312092323131,0.029850746268656716,0.2628630399528232,0.15898617511520735,"Rainbow Roll (8Pcs), Fresh Orange Juice",Seafood Chowder,"Rainbow Roll (8Pcs), Fresh Orange Juice → Seafood Chowder"
"frozenset({'Cheese Shawarma', 'French Onion Soup'})",frozenset({'Seafood Chowder'}),0.0035,0.031,0.001,0.2857142857142857,9.216589861751151,1.0,0.0008915,1.3566,0.8946312092323131,0.029850746268656716,0.2628630399528232,0.15898617511520735,"Cheese Shawarma, French Onion Soup",Seafood Chowder,"Cheese Shawarma, French Onion Soup → Seafood Chowder"
"frozenset({'Truffle Burger', 'Spaghetti Bolognese'})",frozenset({'Sashimi Platter (12Pcs)'}),0.0045,0.0245,0.001,0.22222222222222224,9.070294784580499,1.0,0.00088975,1.2542142857142857,0.8937719738824711,0.03571428571428571,0.20268808018679882,0.13151927437641725,"Truffle Burger, Spaghetti Bolognese",Sashimi Platter (12Pcs),"Truffle Burger, Spaghetti Bolognese → Sashimi Platter (12Pcs)"
"frozenset({'Grilled Chicken Salad', 'Four Cheese Pizza'})",frozenset({'Truffle Burger'}),0.002,0.0555,0.001,0.5,9.00900900900901,1.0,0.000889,1.889,0.8907815631262526,0.017699115044247787,0.4706193753308629,0.25900900900900903,"Grilled Chicken Salad, Four Cheese Pizza",Truffle Burger,"Grilled Chicken Salad, Four Cheese Pizza → Truffle Burger"
"frozenset({'Rainbow Roll (8Pcs)', 'Crème Brûlée'})",frozenset({'Veggie Roll (8Pcs)'}),0.002,0.0555,0.001,0.5,9.00900900900901,1.0,0.000889,1.889,0.8907815631262526,0.017699115044247787,0.4706193753308629,0.25900900900900903,"Rainbow Roll (8Pcs), Crème Brûlée",Veggie Roll (8Pcs),"Rainbow Roll (8Pcs), Crème Brûlée → Veggie Roll (8Pcs)"
"frozenset({'Shawarma Plate', 'Hawaiian Pizza'})",frozenset({'Veggie Roll (8Pcs)'}),0.002,0.0555,0.001,0.5,9.00900900900901,1.0,0.000889,1.889,0.8907815631262526,0.017699115044247787,0.4706193753308629,0.25900900900900903,"Shawarma Plate, Hawaiian Pizza",Veggie Roll (8Pcs),"Shawarma Plate, Hawaiian Pizza → Veggie Roll (8Pcs)"
"frozenset({'Penne Arrabiata', 'Cheesecake Slice'})",frozenset({'Shawarma Plate'}),0.0035,0.032,0.001,0.2857142857142857,8.928571428571427,1.0,0.000888,1.3552,0.8911189162067236,0.02898550724637681,0.2621015348288075,0.15848214285714285,"Penne Arrabiata, Cheesecake Slice",Shawarma Plate,"Penne Arrabiata, Cheesecake Slice → Shawarma Plate"
"frozenset({'Truffle Burger', 'French Onion Soup'})",frozenset({'Blt Sandwich'}),0.003,0.0375,0.001,0.3333333333333333,8.88888888888889,1.0,0.0008875,1.4437499999999999,0.8901705115346038,0.02531645569620253,0.30735930735930733,0.18,"Truffle Burger, French Onion Soup",Blt Sandwich,"Truffle Burger, French Onion Soup → Blt Sandwich"
"frozenset({'Kunafa', 'Cheese Shawarma'})",frozenset({'Blt Sandwich'}),0.003,0.0375,0.001,0.3333333333333333,8.88888888888889,1.0,0.0008875,1.4437499999999999,0.8901705115346038,0.02531645569620253,0.30735930735930733,0.18,"Kunafa, Cheese Shawarma",Blt Sandwich,"Kunafa, Cheese Shawarma → Blt Sandwich"
"frozenset({'Fattoush Salad', 'Margherita Pizza'})",frozenset({'Blt Sandwich'}),0.003,0.0375,0.001,0.3333333333333333,8.88888888888889,1.0,0.0008875,1.4437499999999999,0.8901705115346038,0.02531645569620253,0.30735930735930733,0.18,"Fattoush Salad, Margherita Pizza",Blt Sandwich,"Fattoush Salad, Margherita Pizza → Blt Sandwich"
"frozenset({'Mushroom Cream Soup', 'Mint Lemonade'})",frozenset({'Bbq Chicken Pizza'}),0.002,0.0565,0.001,0.5,8.849557522123893,1.0,0.000887,1.887,0.8887775551102205,0.017391304347826087,0.47005829358770534,0.2588495575221239,"Mushroom Cream Soup, Mint Lemonade",Bbq Chicken Pizza,"Mushroom Cream Soup, Mint Lemonade → Bbq Chicken Pizza"
"frozenset({'Hot Chocolate', 'Hawaiian Pizza'})",frozenset({'Bbq Chicken Pizza'}),0.002,0.0565,0.001,0.5,8.849557522123893,1.0,0.000887,1.887,0.8887775551102205,0.017391304347826087,0.47005829358770534,0.2588495575221239,"Hot Chocolate, Hawaiian Pizza",Bbq Chicken Pizza,"Hot Chocolate, Hawaiian Pizza → Bbq Chicken Pizza"
"frozenset({'Crispy Chicken Burger', 'Meat Lovers Pizza'})",frozenset({'Mushroom Cream Soup'}),0.0025,0.0455,0.001,0.4,8.791208791208792,1.0,0.00088625,1.5908333333333333,0.8884711779448621,0.02127659574468085,0.3713986380303824,0.210989010989011,"Crispy Chicken Burger, Meat Lovers Pizza",Mushroom Cream Soup,"Crispy Chicken Burger, Meat Lovers Pizza → Mushroom Cream Soup"
"frozenset({'Caesar Salad', 'Veggie Supreme Pizza'})",frozenset({'Dragon Roll (8Pcs)'}),0.0035,0.0325,0.001,0.2857142857142857,8.79120879120879,1.0,0.00088625,1.3545,0.8893627696939288,0.02857142857142857,0.2617201919527501,0.15824175824175823,"Caesar Salad, Veggie Supreme Pizza",Dragon Roll (8Pcs),"Caesar Salad, Veggie Supreme Pizza → Dragon Roll (8Pcs)"
"frozenset({'Meat Shawarma Wrap', 'Grilled Cheese'})",frozenset({'Crispy Chicken Burger'}),0.0035,0.049,0.0015,0.42857142857142855,8.746355685131194,1.0,0.0013285,1.66425,0.8887773875229971,0.029411764705882353,0.39912873666816884,0.22959183673469385,"Meat Shawarma Wrap, Grilled Cheese",Crispy Chicken Burger,"Meat Shawarma Wrap, Grilled Cheese → Crispy Chicken Burger"
"frozenset({'Cheese Shawarma', 'Margherita Pizza'})",frozenset({'Grilled Cheese'}),0.0025,0.046,0.001,0.4,8.695652173913045,1.0,0.000885,1.59,0.8872180451127819,0.021052631578947368,0.37106918238993714,0.2108695652173913,"Cheese Shawarma, Margherita Pizza",Grilled Cheese,"Cheese Shawarma, Margherita Pizza → Grilled Cheese"
"frozenset({'Caesar Salad', 'French Onion Soup'})",frozenset({'Grilled Cheese'}),0.0025,0.046,0.001,0.4,8.695652173913045,1.0,0.000885,1.59,0.8872180451127819,0.021052631578947368,0.37106918238993714,0.2108695652173913,"Caesar Salad, French Onion Soup",Grilled Cheese,"Caesar Salad, French Onion Soup → Grilled Cheese"
"frozenset({'Mint Lemonade', 'French Onion Soup'})",frozenset({'Grilled Cheese'}),0.0025,0.046,0.001,0.4,8.695652173913045,1.0,0.000885,1.59,0.8872180451127819,0.021052631578947368,0.37106918238993714,0.2108695652173913,"Mint Lemonade, French Onion Soup",Grilled Cheese,"Mint Lemonade, French Onion Soup → Grilled Cheese"
